* T-Spice 13.00 Simulation	Tue Apr 24 17:47:26 2012	C:\Documents and Settings\Dhiraj\Desktop\VLSI Designs\4_Input_NOR_Gate\4_Input_NOR_Gate.sp
* Command line: tspice -o "C:\Documents and Settings\Dhiraj\Desktop\VLSI Designs\4_Input_NOR_Gate\4_Input_NOR_Gate.out" "C:\Documents and Settings\Dhiraj\Desktop\VLSI Designs\4_Input_NOR_Gate\4_Input_NOR_Gate.sp" 
* T-Spice Win32 13.00.20080321.01:01:33

*SEDIT: Alter blocks = 0

* Accuracy and Convergence options:
* numndset|dchold = 100
* 
* Timestep and Integration options:
*  relq|relchgtol = 0.0005
* 
* Model Evaluation options:
*            dcap = 2                    defnrb = 0 [sq]               defnrd = 0 [sq]
*          defnrs = 0 [sq]                 tnom = 25 [deg C]
* 
* General options:
*            temp = 25 [deg C]          threads = 2
* 
* Output options:
*           acout = 1                    ingold = 0
* 


*  Device and node counts:
*             MOSFETs - 4                 MOSFET geometries - 2       
*                BJTs - 0                             JFETs - 0       
*             MESFETs - 0                            Diodes - 0       
*          Capacitors - 0                         Resistors - 1       
*           Inductors - 0                  Mutual inductors - 0       
*  Transmission lines - 0        Coupled transmission lines - 0       
*     Voltage sources - 5                   Current sources - 0       
*                VCVS - 0                              VCCS - 0       
*                CCVS - 0                              CCCS - 0       
*    V-control switch - 0                  I-control switch - 0       
*       Macro devices - 0        External C model instances - 0       
*         HDL devices - 0       
*         Subcircuits - 0              Subcircuit instances - 0       
*   Independent nodes - 1                    Boundary nodes - 6       
*         Total nodes - 7       


*SEDIT: Alter=0
*SEDIT: Analysis types DCOP 0 ACMODEL 0 AC 0 TRANSIENT 1 TRANSFER 0 NOISE 0 

*WEDIT: .tran   1e-009   2e-007
TRANSIENT ANALYSIS
Time<s>         v(Vin1)<V>   v(Vin2)<V>   v(Vin3)<V>   v(Vin4)<V>   v(Vout)<V>
 8.785236e-008  5.0000e+000  0.0000e+000  0.0000e+000  0.0000e+000  1.0308e+000
 8.985236e-008  5.0000e+000  0.0000e+000  0.0000e+000  0.0000e+000  1.0309e+000
 9.000000e-008  5.0000e+000  0.0000e+000  0.0000e+000  0.0000e+000  1.0309e+000
 9.025000e-008  5.0000e+000  0.0000e+000  0.0000e+000  1.2500e+000  9.5257e-001
 9.050000e-008  5.0000e+000  0.0000e+000  0.0000e+000  2.5000e+000  7.6547e-001
 9.065750e-008  5.0000e+000  0.0000e+000  0.0000e+000  3.2875e+000  6.8378e-001
 9.081932e-008  5.0000e+000  0.0000e+000  0.0000e+000  4.0966e+000  6.1796e-001
 9.100000e-008  5.0000e+000  0.0000e+000  0.0000e+000  5.0000e+000  5.5835e-001
 9.121374e-008  5.0000e+000  0.0000e+000  0.0000e+000  5.0000e+000  5.5803e-001
 9.321374e-008  5.0000e+000  0.0000e+000  0.0000e+000  5.0000e+000  5.5803e-001
 9.521374e-008  5.0000e+000  0.0000e+000  0.0000e+000  5.0000e+000  5.5803e-001
 9.721374e-008  5.0000e+000  0.0000e+000  0.0000e+000  5.0000e+000  5.5803e-001
 9.921374e-008  5.0000e+000  0.0000e+000  0.0000e+000  5.0000e+000  5.5803e-001
 1.000000e-007  5.0000e+000  0.0000e+000  0.0000e+000  5.0000e+000  5.5803e-001
 1.002500e-007  5.0000e+000  0.0000e+000  1.2500e+000  3.7500e+000  6.0047e-001
 1.005000e-007  5.0000e+000  0.0000e+000  2.5000e+000  2.5000e+000  6.0077e-001
 1.007500e-007  5.0000e+000  0.0000e+000  3.7500e+000  1.2500e+000  6.0077e-001
 1.010000e-007  5.0000e+000  0.0000e+000  5.0000e+000  0.0000e+000  5.5801e-001
 1.012500e-007  5.0000e+000  0.0000e+000  5.0000e+000  0.0000e+000  5.5793e-001
 1.032500e-007  5.0000e+000  0.0000e+000  5.0000e+000  0.0000e+000  5.5812e-001
 1.052500e-007  5.0000e+000  0.0000e+000  5.0000e+000  0.0000e+000  5.5793e-001
 1.072500e-007  5.0000e+000  0.0000e+000  5.0000e+000  0.0000e+000  5.5812e-001
 1.092500e-007  5.0000e+000  0.0000e+000  5.0000e+000  0.0000e+000  5.5793e-001
 1.100000e-007  5.0000e+000  0.0000e+000  5.0000e+000  0.0000e+000  5.5812e-001
 1.102500e-007  5.0000e+000  0.0000e+000  5.0000e+000  1.2500e+000  5.2426e-001
 1.105000e-007  5.0000e+000  0.0000e+000  5.0000e+000  2.5000e+000  4.6610e-001
 1.106575e-007  5.0000e+000  0.0000e+000  5.0000e+000  3.2875e+000  4.3591e-001
 1.108193e-007  5.0000e+000  0.0000e+000  5.0000e+000  4.0966e+000  4.0892e-001
 1.110000e-007  5.0000e+000  0.0000e+000  5.0000e+000  5.0000e+000  3.8261e-001
 1.112137e-007  5.0000e+000  0.0000e+000  5.0000e+000  5.0000e+000  3.8234e-001
 1.132137e-007  5.0000e+000  0.0000e+000  5.0000e+000  5.0000e+000  3.8234e-001
 1.152137e-007  5.0000e+000  0.0000e+000  5.0000e+000  5.0000e+000  3.8234e-001
 1.172137e-007  5.0000e+000  0.0000e+000  5.0000e+000  5.0000e+000  3.8234e-001
 1.192137e-007  5.0000e+000  0.0000e+000  5.0000e+000  5.0000e+000  3.8234e-001
 1.200000e-007  5.0000e+000  0.0000e+000  5.0000e+000  5.0000e+000  3.8234e-001
 1.202500e-007  5.0000e+000  1.2500e+000  3.7500e+000  3.7500e+000  4.3985e-001
 1.203400e-007  5.0000e+000  1.7000e+000  3.3000e+000  3.3000e+000  4.5723e-001
 1.204471e-007  5.0000e+000  2.2355e+000  2.7645e+000  2.7645e+000  4.8008e-001
 1.205571e-007  5.0000e+000  2.7857e+000  2.2143e+000  2.2143e+000  5.0615e-001
 1.206811e-007  5.0000e+000  3.4059e+000  1.5941e+000  1.5941e+000  5.3978e-001
 1.208052e-007  5.0000e+000  4.0261e+000  9.7393e-001  9.7393e-001  5.7866e-001
 1.209292e-007  5.0000e+000  4.6463e+000  3.5375e-001  3.5375e-001  5.7939e-001
 1.210000e-007  5.0000e+000  5.0000e+000  0.0000e+000  0.0000e+000  5.5776e-001
 1.210714e-007  5.0000e+000  5.0000e+000  0.0000e+000  0.0000e+000  5.5802e-001
 1.217864e-007  5.0000e+000  5.0000e+000  0.0000e+000  0.0000e+000  5.5802e-001
 1.237864e-007  5.0000e+000  5.0000e+000  0.0000e+000  0.0000e+000  5.5802e-001
 1.257864e-007  5.0000e+000  5.0000e+000  0.0000e+000  0.0000e+000  5.5802e-001
 1.277864e-007  5.0000e+000  5.0000e+000  0.0000e+000  0.0000e+000  5.5802e-001
 1.297864e-007  5.0000e+000  5.0000e+000  0.0000e+000  0.0000e+000  5.5803e-001
 1.300000e-007  5.0000e+000  5.0000e+000  0.0000e+000  0.0000e+000  5.5803e-001
 1.302500e-007  5.0000e+000  5.0000e+000  0.0000e+000  1.2500e+000  5.2426e-001
 1.305000e-007  5.0000e+000  5.0000e+000  0.0000e+000  2.5000e+000  4.6610e-001
 1.306575e-007  5.0000e+000  5.0000e+000  0.0000e+000  3.2875e+000  4.3591e-001
 1.308193e-007  5.0000e+000  5.0000e+000  0.0000e+000  4.0966e+000  4.0892e-001
 1.310000e-007  5.0000e+000  5.0000e+000  0.0000e+000  5.0000e+000  3.8261e-001
 1.312137e-007  5.0000e+000  5.0000e+000  0.0000e+000  5.0000e+000  3.8234e-001
 1.332137e-007  5.0000e+000  5.0000e+000  0.0000e+000  5.0000e+000  3.8234e-001
 1.352137e-007  5.0000e+000  5.0000e+000  0.0000e+000  5.0000e+000  3.8234e-001
 1.372137e-007  5.0000e+000  5.0000e+000  0.0000e+000  5.0000e+000  3.8234e-001
 1.392137e-007  5.0000e+000  5.0000e+000  0.0000e+000  5.0000e+000  3.8234e-001
 1.400000e-007  5.0000e+000  5.0000e+000  0.0000e+000  5.0000e+000  3.8234e-001
 1.402500e-007  5.0000e+000  5.0000e+000  1.2500e+000  3.7500e+000  3.9844e-001
 1.405000e-007  5.0000e+000  5.0000e+000  2.5000e+000  2.5000e+000  3.9844e-001
 1.407499e-007  5.0000e+000  5.0000e+000  3.7500e+000  1.2500e+000  3.9844e-001
 1.409999e-007  5.0000e+000  5.0000e+000  5.0000e+000  1.3234e-013  3.8239e-001
 1.412499e-007  5.0000e+000  5.0000e+000  5.0000e+000  0.0000e+000  3.8228e-001
 1.432499e-007  5.0000e+000  5.0000e+000  5.0000e+000  0.0000e+000  3.8241e-001
 1.452499e-007  5.0000e+000  5.0000e+000  5.0000e+000  0.0000e+000  3.8228e-001
 1.472499e-007  5.0000e+000  5.0000e+000  5.0000e+000  0.0000e+000  3.8241e-001
 1.492499e-007  5.0000e+000  5.0000e+000  5.0000e+000  0.0000e+000  3.8228e-001
 1.500000e-007  5.0000e+000  5.0000e+000  5.0000e+000  0.0000e+000  3.8223e-001
 1.502499e-007  5.0000e+000  5.0000e+000  5.0000e+000  1.2500e+000  3.6458e-001
 1.504999e-007  5.0000e+000  5.0000e+000  5.0000e+000  2.5000e+000  3.3602e-001
 1.507499e-007  5.0000e+000  5.0000e+000  5.0000e+000  3.7500e+000  3.1190e-001
 1.509999e-007  5.0000e+000  5.0000e+000  5.0000e+000  5.0000e+000  2.9091e-001
 1.512514e-007  5.0000e+000  5.0000e+000  5.0000e+000  5.0000e+000  2.9059e-001
 1.532514e-007  5.0000e+000  5.0000e+000  5.0000e+000  5.0000e+000  2.9094e-001
 1.552514e-007  5.0000e+000  5.0000e+000  5.0000e+000  5.0000e+000  2.9059e-001
 1.572514e-007  5.0000e+000  5.0000e+000  5.0000e+000  5.0000e+000  2.9094e-001
 1.592514e-007  5.0000e+000  5.0000e+000  5.0000e+000  5.0000e+000  2.9059e-001
 1.600000e-007  5.0000e+000  5.0000e+000  5.0000e+000  5.0000e+000  2.9094e-001
 1.602500e-007  3.7500e+000  3.7500e+000  3.7500e+000  3.7500e+000  3.9732e-001
 1.605650e-007  2.1750e+000  2.1750e+000  2.1750e+000  2.1750e+000  8.0477e-001
 1.608012e-007  9.9375e-001  9.9375e-001  9.9375e-001  9.9375e-001  4.0861e+000
 1.609549e-007  2.2503e-001  2.2503e-001  2.2503e-001  2.2503e-001  5.0239e+000
 1.610000e-007  0.0000e+000  0.0000e+000  0.0000e+000  0.0000e+000  4.9580e+000
 1.610570e-007  0.0000e+000  0.0000e+000  0.0000e+000  0.0000e+000  4.9982e+000
 1.616272e-007  0.0000e+000  0.0000e+000  0.0000e+000  0.0000e+000  5.0000e+000
 1.636272e-007  0.0000e+000  0.0000e+000  0.0000e+000  0.0000e+000  5.0000e+000
 1.656272e-007  0.0000e+000  0.0000e+000  0.0000e+000  0.0000e+000  5.0000e+000
 1.676272e-007  0.0000e+000  0.0000e+000  0.0000e+000  0.0000e+000  5.0000e+000
 1.696272e-007  0.0000e+000  0.0000e+000  0.0000e+000  0.0000e+000  5.0000e+000
 1.699999e-007  0.0000e+000  0.0000e+000  0.0000e+000  0.0000e+000  5.0000e+000
 1.702499e-007  0.0000e+000  0.0000e+000  0.0000e+000  1.2500e+000  4.5842e+000
 1.704999e-007  0.0000e+000  0.0000e+000  0.0000e+000  2.5000e+000  2.7287e+000
 1.706286e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.1431e+000  1.7772e+000
 1.707102e-007  0.0000e+000  0.0000e+000  0.0000e+000  3.5510e+000  1.5047e+000
 1.708149e-007  0.0000e+000  0.0000e+000  0.0000e+000  4.0749e+000  1.2861e+000
 1.709532e-007  0.0000e+000  0.0000e+000  0.0000e+000  4.7660e+000  1.0828e+000
