* T-Spice 13.00 Simulation	Sun May 05 15:00:56 2019	C:\Users\makif\Google Drive\TEZ ÇALIÞMAM\çizim\Counter_TDC\Counter_TDC\counter_TDC3.sp
* Command line: tspice -o "C:\Users\makif\Google Drive\TEZ ÇALIÞMAM\çizim\Counter_TDC\Counter_TDC\counter_TDC3.out" "C:\Users\makif\Google Drive\TEZ ÇALIÞMAM\çizim\Counter_TDC\Counter_TDC\counter_TDC3.sp" 
* T-Spice Win32 13.00.20080321.01:01:33

*SEDIT: Alter blocks = 0

* Accuracy and Convergence options:
* numndset|dchold = 100
* 
* Timestep and Integration options:
*  relq|relchgtol = 0.0005
* 
* Model Evaluation options:
*            dcap = 2                    defnrb = 0 [sq]               defnrd = 0 [sq]
*          defnrs = 0 [sq]                 tnom = 25 [deg C]
* 
* General options:
*            temp = 25 [deg C]          threads = 8
* 
* Output options:
*           acout = 1                    ingold = 0
* 


*  Device and node counts:
*             MOSFETs - 14                MOSFET geometries - 8       
*                BJTs - 0                             JFETs - 0       
*             MESFETs - 0                            Diodes - 0       
*          Capacitors - 0                         Resistors - 0       
*           Inductors - 0                  Mutual inductors - 0       
*  Transmission lines - 0        Coupled transmission lines - 0       
*     Voltage sources - 4                   Current sources - 0       
*                VCVS - 0                              VCCS - 0       
*                CCVS - 0                              CCCS - 0       
*    V-control switch - 0                  I-control switch - 0       
*       Macro devices - 0        External C model instances - 0       
*         HDL devices - 0       
*         Subcircuits - 0              Subcircuit instances - 4       
*   Independent nodes - 63                   Boundary nodes - 5       
*         Total nodes - 68      


*SEDIT: Alter=0
*SEDIT: Analysis types DCOP 0 ACMODEL 0 AC 0 TRANSIENT 1 TRANSFER 0 NOISE 0 

*WEDIT: .tran   1e-011   1e-008
TRANSIENT ANALYSIS
Time<s>        v(Stop,Gnd)<V>  v(Start,Gnd)<V>  v(Out,Gnd)<V>  v(Clock,Gnd)<V>  v(Time,Gnd)<V>
 2.234874e-009  0.0000e+000  0.0000e+000  1.4936e-004  1.0000e+000  3.0567e-004
 2.250999e-009  0.0000e+000  0.0000e+000  1.5045e-004  1.0000e+000  3.0569e-004
 2.253499e-009  0.0000e+000  0.0000e+000  9.7445e-005  0.0000e+000  2.8498e-004
 2.254624e-009  0.0000e+000  0.0000e+000  1.0917e-004  0.0000e+000  2.9311e-004
 2.265874e-009  0.0000e+000  0.0000e+000  1.4763e-004  0.0000e+000  3.1232e-004
 2.285874e-009  0.0000e+000  0.0000e+000  1.6946e-004  0.0000e+000  3.0511e-004
 2.305874e-009  0.0000e+000  0.0000e+000  1.6734e-004  0.0000e+000  3.0736e-004
 2.325874e-009  0.0000e+000  0.0000e+000  1.6263e-004  0.0000e+000  3.0563e-004
 2.345874e-009  0.0000e+000  0.0000e+000  1.5843e-004  0.0000e+000  3.0613e-004
 2.365874e-009  0.0000e+000  0.0000e+000  1.5636e-004  0.0000e+000  3.0575e-004
 2.385874e-009  0.0000e+000  0.0000e+000  1.5470e-004  0.0000e+000  3.0583e-004
 2.400000e-009  0.0000e+000  0.0000e+000  1.5447e-004  0.0000e+000  3.0579e-004
 2.400999e-009  0.0000e+000  0.0000e+000  2.2703e-004  1.0000e+000  3.4887e-004
 2.401449e-009  0.0000e+000  0.0000e+000  2.0795e-004  1.0000e+000  3.3484e-004
 2.405949e-009  0.0000e+000  0.0000e+000  1.9245e-004  1.0000e+000  3.1712e-004
 2.425949e-009  0.0000e+000  0.0000e+000  1.4686e-004  1.0000e+000  2.9735e-004
 2.445949e-009  0.0000e+000  0.0000e+000  1.3758e-004  1.0000e+000  3.0794e-004
 2.465949e-009  0.0000e+000  0.0000e+000  1.3873e-004  1.0000e+000  3.0334e-004
 2.485949e-009  0.0000e+000  0.0000e+000  1.4215e-004  1.0000e+000  3.0604e-004
 2.505949e-009  0.0000e+000  0.0000e+000  1.4544e-004  1.0000e+000  3.0503e-004
 2.525949e-009  0.0000e+000  0.0000e+000  1.4807e-004  1.0000e+000  3.0574e-004
 2.545949e-009  0.0000e+000  0.0000e+000  1.5004e-004  1.0000e+000  3.0564e-004
 2.551000e-009  0.0000e+000  0.0000e+000  1.5044e-004  1.0000e+000  3.0571e-004
 2.551999e-009  0.0000e+000  0.0000e+000  8.0490e-005  1.0347e-013  2.7341e-004
 2.552449e-009  0.0000e+000  0.0000e+000  9.9522e-005  0.0000e+000  2.8402e-004
 2.556949e-009  0.0000e+000  0.0000e+000  1.1749e-004  0.0000e+000  2.9808e-004
 2.576949e-009  0.0000e+000  0.0000e+000  1.6550e-004  0.0000e+000  3.1300e-004
 2.596949e-009  0.0000e+000  0.0000e+000  1.6933e-004  0.0000e+000  3.0395e-004
 2.616949e-009  0.0000e+000  0.0000e+000  1.6461e-004  0.0000e+000  3.0754e-004
 2.636949e-009  0.0000e+000  0.0000e+000  1.6007e-004  0.0000e+000  3.0533e-004
 2.656949e-009  0.0000e+000  0.0000e+000  1.5707e-004  0.0000e+000  3.0620e-004
 2.676949e-009  0.0000e+000  0.0000e+000  1.5534e-004  0.0000e+000  3.0567e-004
 2.696949e-009  0.0000e+000  0.0000e+000  1.5439e-004  0.0000e+000  3.0588e-004
 2.700000e-009  0.0000e+000  0.0000e+000  1.5430e-004  2.0680e-013  3.0582e-004
 2.701000e-009  0.0000e+000  0.0000e+000  2.2703e-004  1.0000e+000  3.4893e-004
 2.701450e-009  0.0000e+000  0.0000e+000  2.0796e-004  1.0000e+000  3.3490e-004
 2.705950e-009  0.0000e+000  0.0000e+000  1.9249e-004  1.0000e+000  3.1716e-004
 2.725950e-009  0.0000e+000  0.0000e+000  1.4697e-004  1.0000e+000  2.9736e-004
 2.745950e-009  0.0000e+000  0.0000e+000  1.3765e-004  1.0000e+000  3.0795e-004
 2.765949e-009  0.0000e+000  0.0000e+000  1.3874e-004  1.0000e+000  3.0335e-004
 2.785949e-009  0.0000e+000  0.0000e+000  1.4210e-004  1.0000e+000  3.0605e-004
 2.805949e-009  0.0000e+000  0.0000e+000  1.4536e-004  1.0000e+000  3.0503e-004
 2.825949e-009  0.0000e+000  0.0000e+000  1.4796e-004  1.0000e+000  3.0572e-004
 2.845949e-009  0.0000e+000  0.0000e+000  1.4992e-004  1.0000e+000  3.0563e-004
 2.851000e-009  0.0000e+000  0.0000e+000  1.5031e-004  1.0000e+000  3.0571e-004
 2.852000e-009  0.0000e+000  0.0000e+000  8.0334e-005  0.0000e+000  2.7339e-004
 2.852450e-009  0.0000e+000  0.0000e+000  9.9359e-005  0.0000e+000  2.8401e-004
 2.856950e-009  0.0000e+000  0.0000e+000  1.1728e-004  0.0000e+000  2.9806e-004
 2.876950e-009  0.0000e+000  0.0000e+000  1.6522e-004  0.0000e+000  3.1299e-004
 2.896950e-009  0.0000e+000  0.0000e+000  1.6913e-004  0.0000e+000  3.0395e-004
 2.916949e-009  0.0000e+000  0.0000e+000  1.6450e-004  0.0000e+000  3.0754e-004
 2.936949e-009  0.0000e+000  0.0000e+000  1.6000e-004  0.0000e+000  3.0534e-004
 2.956949e-009  0.0000e+000  0.0000e+000  1.5704e-004  0.0000e+000  3.0621e-004
 2.976949e-009  0.0000e+000  0.0000e+000  1.5532e-004  0.0000e+000  3.0567e-004
 2.996949e-009  0.0000e+000  0.0000e+000  1.5438e-004  0.0000e+000  3.0588e-004
 2.999999e-009  0.0000e+000  0.0000e+000  1.5429e-004  0.0000e+000  3.0583e-004
 3.000999e-009  0.0000e+000  0.0000e+000  2.2703e-004  1.0000e+000  3.4894e-004
 3.001449e-009  0.0000e+000  0.0000e+000  2.0797e-004  1.0000e+000  3.3491e-004
 3.005949e-009  0.0000e+000  0.0000e+000  1.9253e-004  1.0000e+000  3.1718e-004
 3.025949e-009  0.0000e+000  0.0000e+000  1.4706e-004  1.0000e+000  2.9738e-004
 3.045949e-009  0.0000e+000  0.0000e+000  1.3770e-004  1.0000e+000  3.0796e-004
 3.065949e-009  0.0000e+000  0.0000e+000  1.3875e-004  1.0000e+000  3.0336e-004
 3.085949e-009  0.0000e+000  0.0000e+000  1.4207e-004  1.0000e+000  3.0605e-004
 3.105949e-009  0.0000e+000  0.0000e+000  1.4530e-004  1.0000e+000  3.0503e-004
 3.125949e-009  0.0000e+000  0.0000e+000  1.4787e-004  1.0000e+000  3.0570e-004
 3.145949e-009  0.0000e+000  0.0000e+000  1.4982e-004  1.0000e+000  3.0562e-004
 3.150999e-009  0.0000e+000  0.0000e+000  1.5021e-004  1.0000e+000  3.0570e-004
 3.151999e-009  0.0000e+000  0.0000e+000  8.0211e-005  1.0347e-013  2.7338e-004
 3.152449e-009  0.0000e+000  0.0000e+000  9.9232e-005  0.0000e+000  2.8400e-004
 3.156949e-009  0.0000e+000  0.0000e+000  1.1711e-004  0.0000e+000  2.9805e-004
 3.176949e-009  0.0000e+000  0.0000e+000  1.6500e-004  0.0000e+000  3.1298e-004
 3.196949e-009  0.0000e+000  0.0000e+000  1.6898e-004  0.0000e+000  3.0395e-004
 3.216949e-009  0.0000e+000  0.0000e+000  1.6440e-004  0.0000e+000  3.0755e-004
 3.236949e-009  0.0000e+000  0.0000e+000  1.5995e-004  0.0000e+000  3.0535e-004
 3.256949e-009  0.0000e+000  0.0000e+000  1.5701e-004  0.0000e+000  3.0622e-004
 3.276949e-009  0.0000e+000  0.0000e+000  1.5531e-004  0.0000e+000  3.0568e-004
 3.296949e-009  0.0000e+000  0.0000e+000  1.5438e-004  0.0000e+000  3.0589e-004
 3.299999e-009  0.0000e+000  0.0000e+000  1.5428e-004  0.0000e+000  3.0584e-004
 3.302499e-009  0.0000e+000  0.0000e+000  2.1115e-004  1.0000e+000  3.3407e-004
 3.303624e-009  0.0000e+000  0.0000e+000  2.0009e-004  1.0000e+000  3.2357e-004
 3.314874e-009  0.0000e+000  0.0000e+000  1.6562e-004  1.0000e+000  2.9883e-004
 3.334874e-009  0.0000e+000  0.0000e+000  1.4076e-004  1.0000e+000  3.0682e-004
 3.354874e-009  0.0000e+000  0.0000e+000  1.3787e-004  1.0000e+000  3.0364e-004
 3.374874e-009  0.0000e+000  0.0000e+000  1.4002e-004  1.0000e+000  3.0569e-004
 3.394874e-009  0.0000e+000  0.0000e+000  1.4372e-004  1.0000e+000  3.0508e-004
 3.414874e-009  0.0000e+000  0.0000e+000  1.4632e-004  1.0000e+000  3.0560e-004
 3.434874e-009  0.0000e+000  0.0000e+000  1.4891e-004  1.0000e+000  3.0555e-004
 3.450999e-009  0.0000e+000  0.0000e+000  1.4997e-004  1.0000e+000  3.0572e-004
 3.453499e-009  0.0000e+000  0.0000e+000  9.6789e-005  0.0000e+000  2.8494e-004
 3.454624e-009  0.0000e+000  0.0000e+000  1.0846e-004  0.0000e+000  2.9307e-004
 3.465874e-009  0.0000e+000  0.0000e+000  1.4659e-004  0.0000e+000  3.1226e-004
 3.485874e-009  0.0000e+000  0.0000e+000  1.6854e-004  0.0000e+000  3.0511e-004
 3.505874e-009  0.0000e+000  0.0000e+000  1.6675e-004  0.0000e+000  3.0737e-004
 3.525874e-009  0.0000e+000  0.0000e+000  1.6229e-004  0.0000e+000  3.0566e-004
 3.545874e-009  0.0000e+000  0.0000e+000  1.5824e-004  0.0000e+000  3.0616e-004
 3.565874e-009  0.0000e+000  0.0000e+000  1.5626e-004  0.0000e+000  3.0578e-004
 3.585874e-009  0.0000e+000  0.0000e+000  1.5465e-004  0.0000e+000  3.0586e-004
 3.599999e-009  0.0000e+000  0.0000e+000  1.5444e-004  0.0000e+000  3.0582e-004
 3.600999e-009  0.0000e+000  0.0000e+000  2.2704e-004  1.0000e+000  3.4893e-004
 3.601449e-009  0.0000e+000  0.0000e+000  2.0798e-004  1.0000e+000  3.3490e-004
 3.605949e-009  0.0000e+000  0.0000e+000  1.9258e-004  1.0000e+000  3.1719e-004
 3.625949e-009  0.0000e+000  0.0000e+000  1.4719e-004  1.0000e+000  2.9741e-004
 3.645949e-009  0.0000e+000  0.0000e+000  1.3778e-004  1.0000e+000  3.0797e-004
 3.665949e-009  0.0000e+000  0.0000e+000  1.3876e-004  1.0000e+000  3.0337e-004
 3.685949e-009  0.0000e+000  0.0000e+000  1.4202e-004  1.0000e+000  3.0606e-004
 3.705949e-009  0.0000e+000  0.0000e+000  1.4521e-004  1.0000e+000  3.0504e-004
 3.725949e-009  0.0000e+000  0.0000e+000  1.4776e-004  1.0000e+000  3.0576e-004
 3.745949e-009  0.0000e+000  0.0000e+000  1.4967e-004  1.0000e+000  3.0557e-004
 3.750999e-009  0.0000e+000  0.0000e+000  1.5006e-004  1.0000e+000  3.0570e-004
 3.752000e-009  0.0000e+000  0.0000e+000  8.0029e-005  0.0000e+000  2.7336e-004
 3.752450e-009  0.0000e+000  0.0000e+000  9.9041e-005  0.0000e+000  2.8398e-004
 3.756950e-009  0.0000e+000  0.0000e+000  1.1687e-004  0.0000e+000  2.9803e-004
 3.776950e-009  0.0000e+000  0.0000e+000  1.6466e-004  0.0000e+000  3.1298e-004
 3.796950e-009  0.0000e+000  0.0000e+000  1.6874e-004  0.0000e+000  3.0396e-004
 3.816950e-009  0.0000e+000  0.0000e+000  1.6426e-004  0.0000e+000  3.0755e-004
 3.836950e-009  0.0000e+000  0.0000e+000  1.5987e-004  0.0000e+000  3.0536e-004
 3.856950e-009  0.0000e+000  0.0000e+000  1.5697e-004  0.0000e+000  3.0623e-004
 3.876950e-009  0.0000e+000  0.0000e+000  1.5528e-004  0.0000e+000  3.0569e-004
 3.896950e-009  0.0000e+000  0.0000e+000  1.5436e-004  0.0000e+000  3.0591e-004
 3.900000e-009  0.0000e+000  0.0000e+000  1.5427e-004  2.0680e-013  3.0585e-004
 3.900999e-009  0.0000e+000  0.0000e+000  2.2704e-004  1.0000e+000  3.4898e-004
 3.901449e-009  0.0000e+000  0.0000e+000  2.0798e-004  1.0000e+000  3.3495e-004
 3.905950e-009  0.0000e+000  0.0000e+000  1.9260e-004  1.0000e+000  3.1722e-004
 3.925950e-009  0.0000e+000  0.0000e+000  1.4723e-004  1.0000e+000  2.9741e-004
 3.945950e-009  0.0000e+000  0.0000e+000  1.3781e-004  1.0000e+000  3.0798e-004
 3.965950e-009  0.0000e+000  0.0000e+000  1.3876e-004  1.0000e+000  3.0338e-004
 3.985950e-009  0.0000e+000  0.0000e+000  1.4200e-004  1.0000e+000  3.0607e-004
 4.000000e-009  0.0000e+000  0.0000e+000  1.4429e-004  1.0000e+000  3.0511e-004
 4.001000e-009  0.0000e+000  1.0000e+000  1.4464e-004  1.0000e+000  2.8615e-003
 4.001450e-009  0.0000e+000  1.0000e+000  1.4400e-004  1.0000e+000 -3.6742e-003
 4.004663e-009  0.0000e+000  1.0000e+000  1.4595e-004  1.0000e+000  1.7191e-002
 4.008902e-009  0.0000e+000  1.0000e+000  1.5326e-004  1.0000e+000  1.3237e-001
 4.013199e-009  0.0000e+000  1.0000e+000  1.6318e-004  1.0000e+000  3.4541e-001
 4.018794e-009  0.0000e+000  1.0000e+000  1.6855e-004  1.0000e+000  5.7785e-001
 4.025768e-009  0.0000e+000  1.0000e+000  1.5945e-004  1.0000e+000  7.5054e-001
 4.035835e-009  0.0000e+000  1.0000e+000  7.3767e-005  1.0000e+000  8.8099e-001
 4.051000e-009  0.0000e+000  1.0000e+000 -1.3501e-004  1.0000e+000  9.6417e-001
 4.051999e-009  0.0000e+000  1.0000e+000 -1.5832e-004  3.1020e-013  9.6648e-001
 4.052449e-009  0.0000e+000  1.0000e+000 -1.2332e-004  0.0000e+000  9.6751e-001
 4.056950e-009  0.0000e+000  1.0000e+000  1.3539e-005  0.0000e+000  9.7531e-001
 4.076950e-009  0.0000e+000  1.0000e+000  3.6069e-004  0.0000e+000  9.9534e-001
 4.096950e-009  0.0000e+000  1.0000e+000  3.8470e-004  0.0000e+000  9.9856e-001
 4.116950e-009  0.0000e+000  1.0000e+000  3.3785e-004  0.0000e+000  9.9909e-001
 4.136950e-009  0.0000e+000  1.0000e+000  2.8768e-004  0.0000e+000  9.9918e-001
 4.156950e-009  0.0000e+000  1.0000e+000  2.4821e-004  0.0000e+000  9.9919e-001
 4.176950e-009  0.0000e+000  1.0000e+000  2.1988e-004  0.0000e+000  9.9920e-001
 4.196950e-009  0.0000e+000  1.0000e+000  1.9998e-004  0.0000e+000  9.9920e-001
 4.199999e-009  0.0000e+000  1.0000e+000  1.9760e-004  0.0000e+000  9.9920e-001
 4.202500e-009  0.0000e+000  1.0000e+000  6.0476e-005  1.0000e+000  9.9926e-001
 4.203625e-009  0.0000e+000  1.0000e+000 -2.2549e-005  1.0000e+000  9.9927e-001
 4.214875e-009  0.0000e+000  1.0000e+000 -2.4135e-004  1.0000e+000  9.9921e-001
 4.234152e-009  0.0000e+000  1.0000e+000  3.9741e-003  1.0000e+000  9.9912e-001
 4.254152e-009  0.0000e+000  1.0000e+000  2.0440e-002  1.0000e+000  9.9909e-001
 4.274152e-009  0.0000e+000  1.0000e+000  5.5238e-002  1.0000e+000  9.9909e-001
 4.294152e-009  0.0000e+000  1.0000e+000  1.1610e-001  1.0000e+000  9.9909e-001
 4.314152e-009  0.0000e+000  1.0000e+000  2.1830e-001  1.0000e+000  9.9910e-001
 4.334152e-009  0.0000e+000  1.0000e+000  3.6166e-001  1.0000e+000  9.9911e-001
 4.351000e-009  0.0000e+000  1.0000e+000  4.9934e-001  1.0000e+000  9.9912e-001
 4.351999e-009  0.0000e+000  1.0000e+000  5.0768e-001  1.0347e-013  9.9911e-001
 4.352450e-009  0.0000e+000  1.0000e+000  5.1142e-001  0.0000e+000  9.9912e-001
 4.356950e-009  0.0000e+000  1.0000e+000  5.4407e-001  0.0000e+000  9.9916e-001
 4.376950e-009  0.0000e+000  1.0000e+000  6.3280e-001  0.0000e+000  9.9926e-001
 4.396950e-009  0.0000e+000  1.0000e+000  6.1431e-001  0.0000e+000  9.9930e-001
 4.416950e-009  0.0000e+000  1.0000e+000  5.0671e-001  0.0000e+000  9.9930e-001
 4.436950e-009  0.0000e+000  1.0000e+000  3.4337e-001  0.0000e+000  9.9928e-001
 4.456950e-009  0.0000e+000  1.0000e+000  1.8311e-001  0.0000e+000  9.9926e-001
 4.476950e-009  0.0000e+000  1.0000e+000  7.9087e-002  0.0000e+000  9.9925e-001
 4.496950e-009  0.0000e+000  1.0000e+000  3.0565e-002  0.0000e+000  9.9924e-001
 4.499999e-009  0.0000e+000  1.0000e+000  2.6566e-002  0.0000e+000  9.9923e-001
 4.502500e-009  0.0000e+000  1.0000e+000  2.3720e-002  1.0000e+000  9.9929e-001
 4.503625e-009  0.0000e+000  1.0000e+000  2.2499e-002  1.0000e+000  9.9929e-001
 4.514875e-009  0.0000e+000  1.0000e+000  1.4518e-002  1.0000e+000  9.9922e-001
 4.534345e-009  0.0000e+000  1.0000e+000  1.9645e-002  1.0000e+000  9.9912e-001
 4.554345e-009  0.0000e+000  1.0000e+000  4.7948e-002  1.0000e+000  9.9910e-001
 4.574345e-009  0.0000e+000  1.0000e+000  1.0151e-001  1.0000e+000  9.9910e-001
 4.594345e-009  0.0000e+000  1.0000e+000  1.9438e-001  1.0000e+000  9.9910e-001
 4.614345e-009  0.0000e+000  1.0000e+000  3.3061e-001  1.0000e+000  9.9911e-001
 4.634345e-009  0.0000e+000  1.0000e+000  4.9177e-001  1.0000e+000  9.9912e-001
 4.650999e-009  0.0000e+000  1.0000e+000  6.2655e-001  1.0000e+000  9.9913e-001
 4.653500e-009  0.0000e+000  1.0000e+000  6.4521e-001  0.0000e+000  9.9914e-001
 4.654625e-009  0.0000e+000  1.0000e+000  6.5337e-001  0.0000e+000  9.9915e-001
 4.665875e-009  0.0000e+000  1.0000e+000  7.2033e-001  0.0000e+000  9.9923e-001
 4.685875e-009  0.0000e+000  1.0000e+000  7.6320e-001  0.0000e+000  9.9930e-001
 4.705875e-009  0.0000e+000  1.0000e+000  7.1139e-001  0.0000e+000  9.9931e-001
 4.725875e-009  0.0000e+000  1.0000e+000  5.8158e-001  0.0000e+000  9.9930e-001
 4.745875e-009  0.0000e+000  1.0000e+000  4.0060e-001  0.0000e+000  9.9928e-001
 4.765875e-009  0.0000e+000  1.0000e+000  2.2000e-001  0.0000e+000  9.9926e-001
 4.785875e-009  0.0000e+000  1.0000e+000  9.6594e-002  0.0000e+000  9.9925e-001
 4.800000e-009  0.0000e+000  1.0000e+000  5.0560e-002  0.0000e+000  9.9924e-001
 4.801000e-009  0.0000e+000  1.0000e+000  4.8308e-002  1.0000e+000  9.9929e-001
 4.8014500e-009  0.0000e+000  1.0000e+000  4.7280e-002  1.0000e+000  9.9929e-001
 4.805950e-009  0.0000e+000  1.0000e+000  3.9276e-002  1.0000e+000  9.9929e-001
 4.825950e-009  0.0000e+000  1.0000e+000  2.2764e-002  1.0000e+000  9.9915e-001
 4.845950e-009  0.0000e+000  1.0000e+000  3.8738e-002  1.0000e+000  9.9911e-001
 4.865950e-009  0.0000e+000  1.0000e+000  8.0923e-002  1.0000e+000  9.9909e-001
 4.885950e-009  0.0000e+000  1.0000e+000  1.5813e-001  1.0000e+000  9.9910e-001
 4.905950e-009  0.0000e+000  1.0000e+000  2.8023e-001  1.0000e+000  9.9910e-001
 4.925950e-009  0.0000e+000  1.0000e+000  4.3535e-001  1.0000e+000  9.9912e-001
 4.945950e-009  0.0000e+000  1.0000e+000  5.9857e-001  1.0000e+000  9.9912e-001
 4.951000e-009  0.0000e+000  1.0000e+000  6.3825e-001  1.0000e+000  9.9913e-001
 4.952000e-009  0.0000e+000  1.0000e+000  6.4587e-001  0.0000e+000  9.9912e-001
 4.9524500e-009  0.0000e+000  1.0000e+000  6.4929e-001  0.0000e+000  9.9913e-001
 4.956950e-009  0.0000e+000  1.0000e+000  6.7935e-001  0.0000e+000  9.9917e-001
 4.976950e-009  0.0000e+000  1.0000e+000  7.6409e-001  0.0000e+000  9.9928e-001
 4.996950e-009  0.0000e+000  1.0000e+000  7.5392e-001  0.0000e+000  9.9931e-001
 5.016950e-009  0.0000e+000  1.0000e+000  6.5746e-001  0.0000e+000  9.9931e-001
 5.036950e-009  0.0000e+000  1.0000e+000  4.9583e-001  0.0000e+000  9.9929e-001
 5.056950e-009  0.0000e+000  1.0000e+000  3.0555e-001  0.0000e+000  9.9927e-001
 5.076950e-009  0.0000e+000  1.0000e+000  1.4817e-001  0.0000e+000  9.9926e-001
 5.096950e-009  0.0000e+000  1.0000e+000  6.0175e-002  0.0000e+000  9.9924e-001
 5.100000e-009  0.0000e+000  1.0000e+000  5.2370e-002  2.0680e-013  9.9924e-001
 5.100999e-009  0.0000e+000  1.0000e+000  5.0045e-002  1.0000e+000  9.9929e-001
 5.1014500e-009  0.0000e+000  1.0000e+000  4.8983e-002  1.0000e+000  9.9929e-001
 5.105950e-009  0.0000e+000  1.0000e+000  4.0701e-002  1.0000e+000  9.9929e-001
 5.125950e-009  0.0000e+000  1.0000e+000  2.3397e-002  1.0000e+000  9.9916e-001
 5.145950e-009  0.0000e+000  1.0000e+000  3.9184e-002  1.0000e+000  9.9911e-001
 5.165950e-009  0.0000e+000  1.0000e+000  8.1432e-002  1.0000e+000  9.9910e-001
 5.185950e-009  0.0000e+000  1.0000e+000  1.5890e-001  1.0000e+000  9.9910e-001
 5.205950e-009  0.0000e+000  1.0000e+000  2.8128e-001  1.0000e+000  9.9911e-001
 5.225950e-009  0.0000e+000  1.0000e+000  4.3653e-001  1.0000e+000  9.9912e-001
 5.245950e-009  0.0000e+000  1.0000e+000  5.9969e-001  1.0000e+000  9.9912e-001
 5.251000e-009  0.0000e+000  1.0000e+000  6.3933e-001  1.0000e+000  9.9913e-001
 5.251999e-009  0.0000e+000  1.0000e+000  6.4693e-001  3.1020e-013  9.9912e-001
 5.2524500e-009  0.0000e+000  1.0000e+000  6.5035e-001  0.0000e+000  9.9913e-001
 5.256950e-009  0.0000e+000  1.0000e+000  6.8036e-001  0.0000e+000  9.9917e-001
 5.276950e-009  0.0000e+000  1.0000e+000  7.6498e-001  0.0000e+000  9.9928e-001
 5.296950e-009  0.0000e+000  1.0000e+000  7.5482e-001  0.0000e+000  9.9931e-001
 5.316950e-009  0.0000e+000  1.0000e+000  6.5843e-001  0.0000e+000  9.9931e-001
 5.336950e-009  0.0000e+000  1.0000e+000  4.9685e-001  0.0000e+000  9.9929e-001
 5.356950e-009  0.0000e+000  1.0000e+000  3.0645e-001  0.0000e+000  9.9927e-001
 5.376950e-009  0.0000e+000  1.0000e+000  1.4874e-001  0.0000e+000  9.9926e-001
 5.396950e-009  0.0000e+000  1.0000e+000  6.0438e-002  0.0000e+000  9.9924e-001
 5.400000e-009  0.0000e+000  1.0000e+000  5.2600e-002  4.1359e-013  9.9924e-001
 5.400999e-009  0.0000e+000  1.0000e+000  5.0265e-002  1.0000e+000  9.9929e-001
 5.4014500e-009  0.0000e+000  1.0000e+000  4.9199e-002  1.0000e+000  9.9929e-001
 5.405950e-009  0.0000e+000  1.0000e+000  4.0881e-002  1.0000e+000  9.9929e-001
 5.425950e-009  0.0000e+000  1.0000e+000  2.3474e-002  1.0000e+000  9.9916e-001
 5.445950e-009  0.0000e+000  1.0000e+000  3.9233e-002  1.0000e+000  9.9911e-001
 5.465950e-009  0.0000e+000  1.0000e+000  8.1482e-002  1.0000e+000  9.9910e-001
 5.485950e-009  0.0000e+000  1.0000e+000  1.5897e-001  1.0000e+000  9.9910e-001
 5.505950e-009  0.0000e+000  1.0000e+000  2.8138e-001  1.0000e+000  9.9911e-001
 5.525950e-009  0.0000e+000  1.0000e+000  4.3664e-001  1.0000e+000  9.9912e-001
 5.545950e-009  0.0000e+000  1.0000e+000  5.9980e-001  1.0000e+000  9.9913e-001
 5.550999e-009  0.0000e+000  1.0000e+000  6.3943e-001  1.0000e+000  9.9913e-001
 5.553499e-009  0.0000e+000  1.0000e+000  6.5778e-001  0.0000e+000  9.9914e-001
 5.554625e-009  0.0000e+000  1.0000e+000  6.6580e-001  0.0000e+000  9.9916e-001
 5.565875e-009  0.0000e+000  1.0000e+000  7.3162e-001  0.0000e+000  9.9924e-001
 5.585875e-009  0.0000e+000  1.0000e+000  7.7375e-001  0.0000e+000  9.9930e-001
 5.605875e-009  0.0000e+000  1.0000e+000  7.2256e-001  0.0000e+000  9.9932e-001
 5.625875e-009  0.0000e+000  1.0000e+000  5.9368e-001  0.0000e+000  9.9930e-001
 5.645875e-009  0.0000e+000  1.0000e+000  4.1272e-001  0.0000e+000  9.9929e-001
 5.665875e-009  0.0000e+000  1.0000e+000  2.2938e-001  0.0000e+000  9.9927e-001
 5.685875e-009  0.0000e+000  1.0000e+000  1.0159e-001  0.0000e+000  9.9925e-001
 5.699999e-009  0.0000e+000  1.0000e+000  5.3297e-002  0.0000e+000  9.9924e-001
 5.702500e-009  0.0000e+000  1.0000e+000  4.7730e-002  1.0000e+000  9.9930e-001
 5.703625e-009  0.0000e+000  1.0000e+000  4.5351e-002  1.0000e+000  9.9930e-001
 5.714875e-009  0.0000e+000  1.0000e+000  2.8390e-002  1.0000e+000  9.9923e-001
 5.734367e-009  0.0000e+000  1.0000e+000  2.6643e-002  1.0000e+000  9.9913e-001
 5.754367e-009  0.0000e+000  1.0000e+000  5.3726e-002  1.0000e+000  9.9910e-001
 5.774367e-009  0.0000e+000  1.0000e+000  1.0899e-001  1.0000e+000  9.9910e-001
 5.794367e-009  0.0000e+000  1.0000e+000  2.0535e-001  1.0000e+000  9.9910e-001
 5.814367e-009  0.0000e+000  1.0000e+000  3.4449e-001  1.0000e+000  9.9911e-001
 5.834367e-009  0.0000e+000  1.0000e+000  5.0652e-001  1.0000e+000  9.9912e-001
 5.850999e-009  0.0000e+000  1.0000e+000  6.3993e-001  1.0000e+000  9.9913e-001
 5.853500e-009  0.0000e+000  1.0000e+000  6.5827e-001  0.0000e+000  9.9914e-001
