* T-Spice 13.00 Simulation	Sun May 05 18:17:15 2019	C:\Users\makif\Google Drive\TEZ ÇALIÞMAM\çizim\Counter_TDC\Counter_TDC\gated_ring_TDC1.sp
* Command line: tspice -o "C:\Users\makif\Google Drive\TEZ ÇALIÞMAM\çizim\Counter_TDC\Counter_TDC\gated_ring_TDC1.out" "C:\Users\makif\Google Drive\TEZ ÇALIÞMAM\çizim\Counter_TDC\Counter_TDC\gated_ring_TDC1.sp" 
* T-Spice Win32 13.00.20080321.01:01:33

*SEDIT: Alter blocks = 0

* Accuracy and Convergence options:
* numndset|dchold = 100
* 
* Timestep and Integration options:
*  relq|relchgtol = 0.0005
* 
* Model Evaluation options:
*            dcap = 2                    defnrb = 0 [sq]               defnrd = 0 [sq]
*          defnrs = 0 [sq]                 tnom = 25 [deg C]
* 
* General options:
*            temp = 25 [deg C]          threads = 8
* 
* Output options:
*           acout = 1                    ingold = 0
* 


*  Device and node counts:
*             MOSFETs - 313               MOSFET geometries - 10      
*                BJTs - 0                             JFETs - 0       
*             MESFETs - 0                            Diodes - 0       
*          Capacitors - 0                         Resistors - 0       
*           Inductors - 0                  Mutual inductors - 0       
*  Transmission lines - 0        Coupled transmission lines - 0       
*     Voltage sources - 3                   Current sources - 0       
*                VCVS - 0                              VCCS - 0       
*                CCVS - 0                              CCCS - 0       
*    V-control switch - 0                  I-control switch - 0       
*       Macro devices - 0        External C model instances - 0       
*         HDL devices - 0       
*         Subcircuits - 0              Subcircuit instances - 66      
*   Independent nodes - 1411                 Boundary nodes - 4       
*         Total nodes - 1415    


*SEDIT: Alter=0
*SEDIT: Analysis types DCOP 0 ACMODEL 0 AC 0 TRANSIENT 1 TRANSFER 0 NOISE 0 

*WEDIT: .tran   1e-012   1e-008
TRANSIENT ANALYSIS
Time<s>        v(T1,Gnd)<V>  v(T2,Gnd)<V>  v(T3,Gnd)<V>  v(T4,Gnd)<V>  v(T5,Gnd)<V>  v(T6,Gnd)<V>  v(T7,Gnd)<V>  v(Enable,Gnd)<V>
 1.640687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.642687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.644687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.646687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.648687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.650687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.652687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.654687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.656687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.658687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.660687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.662687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.664687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.666687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.668687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.670687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.672687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.674687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.676687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.678687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.680687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.682687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.684687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.686687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.688687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.690687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.692687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.694687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.696687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.698687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.700687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.702687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.704687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.706687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.708687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.710687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.712687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.714687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.716687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.718687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.720687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.722687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.724687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.726687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.728687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.730687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.732687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.734687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.736687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.738687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.740687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.742687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.744687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.746687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.748687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.750687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.752687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.754687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.756687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.758687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.760687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.762687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.764687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.766687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.768687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.770687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.772687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.774687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.776687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.778687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.780687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.782687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.784687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.786687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.788687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.790687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.792687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.794687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.796687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.798687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.800687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.802687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.804687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.806687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.808687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.810687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.812687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.814687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.816687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.818687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.820687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.822687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.824687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.826687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.828687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.830687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.832687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.834687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.836687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.838687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.840687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.842687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.844687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.846687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.848687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.850687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.852687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.854687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.856687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.858687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.860687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.862687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.864687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.866687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.868687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.870687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.872687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.874687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.876687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.878687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.880687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.882687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.884687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.886687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.888687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.890687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.892687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.894687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.896687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.898687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.900687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.902687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.904687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.906687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.908687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.910687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.912687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.914687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.916687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.918687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.920687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.922687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.924687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.926687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.928687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.930687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.932687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.934687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.936687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.938687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.940687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.942687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.944687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.946687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.948687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.950687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.952687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.954687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.956687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.958687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.960687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.962687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.964687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.966687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.968687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.970687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.972687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.974687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.976687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.978687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.980687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.982687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.984687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.986687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.988687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.990687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
 1.992687e-009  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  6.2937e-001  0.0000e+000
