* T-Spice 13.00 Simulation	Thu Jan 31 21:16:02 2019	C:\Users\makif\Google Drive\TEZ ÇALIÞMAM\çizim\Counter_TDC\Counter_TDC\DLL_TDC.sp
* Command line: tspice -o "C:\Users\makif\Google Drive\TEZ ÇALIÞMAM\çizim\Counter_TDC\Counter_TDC\DLL_TDC.out" "C:\Users\makif\Google Drive\TEZ ÇALIÞMAM\çizim\Counter_TDC\Counter_TDC\DLL_TDC.sp" 
* T-Spice Win32 13.00.20080321.01:01:33
* Warning : "130nm.md" line 1 Invalid binned model NMOS
*         : "130nm.md" line 1 Binned models must define LMIN, LMAX, WMIN, and WMAX, and have a name suffix of .# (e.g. nch.1)
* Warning : "130nm.md" line 142 Invalid binned model PMOS
*         : "130nm.md" line 142 Binned models must define LMIN, LMAX, WMIN, and WMAX, and have a name suffix of .# (e.g. nch.1)
* Warning : Device Xnew_DFF_1.XNAND2C_1.MN1 - Acde = 0.3 is too small.

*SEDIT: Alter blocks = 0

* Accuracy and Convergence options:
* numndset|dchold = 100
* 
* Timestep and Integration options:
*  relq|relchgtol = 0.0005
* 
* Model Evaluation options:
*            dcap = 2                    defnrb = 0 [sq]               defnrd = 0 [sq]
*          defnrs = 0 [sq]                 tnom = 25 [deg C]
* 
* General options:
*            temp = 25 [deg C]          threads = 8
* 
* Output options:
*           acout = 1                    ingold = 0
* 


*  Device and node counts:
*             MOSFETs - 293               MOSFET geometries - 8       
*                BJTs - 0                             JFETs - 0       
*             MESFETs - 0                            Diodes - 0       
*          Capacitors - 0                         Resistors - 0       
*           Inductors - 0                  Mutual inductors - 0       
*  Transmission lines - 0        Coupled transmission lines - 0       
*     Voltage sources - 3                   Current sources - 0       
*                VCVS - 0                              VCCS - 0       
*                CCVS - 0                              CCCS - 0       
*    V-control switch - 0                  I-control switch - 0       
*       Macro devices - 0        External C model instances - 0       
*         HDL devices - 0       
*         Subcircuits - 0              Subcircuit instances - 60      
*   Independent nodes - 728                  Boundary nodes - 4       
*         Total nodes - 732     

* *** 4 WARNING MESSAGES GENERATED DURING SETUP


*SEDIT: Alter=0
*SEDIT: Analysis types DCOP 0 ACMODEL 0 AC 0 TRANSIENT 1 TRANSFER 0 NOISE 0 

*WEDIT: .tran   1e-009   1e-006
TRANSIENT ANALYSIS
Time<s>        v(Start,Gnd)<V>  v(T2,Gnd)<V>  v(T3,Gnd)<V>  v(T4,Gnd)<V>  v(T5,Gnd)<V>  v(T6,Gnd)<V>  v(T7,Gnd)<V>  v(Stop,Gnd)<V>  v(D0,Gnd)<V>  v(D1,Gnd)<V>  v(D2,Gnd)<V>
 3.311000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 3.511000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 3.711000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 3.911000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 4.111000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 4.311000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 4.511000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 4.711000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 4.910999e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 5.110999e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 5.310999e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 5.510999e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 5.710999e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 5.910999e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 6.110999e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 6.310999e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 6.510999e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 6.711000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 6.911000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 7.111000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 7.311000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 7.511000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 7.711000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 7.911000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 8.111000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 8.311000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 8.511000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 8.711000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 8.911000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 9.111000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 9.311000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 9.511000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 9.711000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 9.911000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 9.984000e-008  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.000900e-007  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.020900e-007  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.040900e-007  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.060900e-007  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.080900e-007  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.100900e-007  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.120900e-007  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.140900e-007  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.160900e-007  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.180900e-007  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.200900e-007  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.220900e-007  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.240900e-007  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.260900e-007  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.280900e-007  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.300900e-007  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.320899e-007  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.340899e-007  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.360899e-007  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.380899e-007  0.0000e+000  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.400899e-007  0.0000e+000  7.0112e-005  7.0111e-005  7.0112e-005  7.0112e-005  7.0112e-005  7.0112e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.420899e-007  0.0000e+000  7.0111e-005  7.0111e-005  7.0111e-005  7.0111e-005  7.0111e-005  7.0111e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.440899e-007  0.0000e+000  7.0111e-005  7.0111e-005  7.0111e-005  7.0111e-005  7.0111e-005  7.0111e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.460899e-007  0.0000e+000  7.0111e-005  7.0110e-005  7.0111e-005  7.0111e-005  7.0111e-005  7.0111e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.480899e-007  0.0000e+000  7.0111e-005  7.0110e-005  7.0111e-005  7.0111e-005  7.0111e-005  7.0111e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.500899e-007  0.0000e+000  7.0112e-005  7.0113e-005  7.0112e-005  7.0113e-005  7.0113e-005  7.0113e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.520899e-007  0.0000e+000  7.0114e-005  7.0117e-005  7.0114e-005  7.0114e-005  7.0114e-005  7.0114e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.540899e-007  0.0000e+000  7.0116e-005  7.0120e-005  7.0116e-005  7.0116e-005  7.0116e-005  7.0116e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.560899e-007  0.0000e+000  7.0117e-005  7.0123e-005  7.0117e-005  7.0117e-005  7.0118e-005  7.0118e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.580899e-007  0.0000e+000  7.0119e-005  7.0126e-005  7.0119e-005  7.0119e-005  7.0119e-005  7.0119e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.600899e-007  0.0000e+000  7.0104e-005  7.0097e-005  7.0104e-005  7.0104e-005  7.0104e-005  7.0104e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.620899e-007  0.0000e+000  7.0119e-005  7.0126e-005  7.0119e-005  7.0119e-005  7.0119e-005  7.0119e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.640899e-007  0.0000e+000  7.0105e-005  7.0098e-005  7.0105e-005  7.0105e-005  7.0104e-005  7.0104e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.660899e-007  0.0000e+000  7.0119e-005  7.0125e-005  7.0119e-005  7.0119e-005  7.0119e-005  7.0119e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.680899e-007  0.0000e+000  7.0105e-005  7.0098e-005  7.0105e-005  7.0105e-005  7.0105e-005  7.0105e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.700899e-007  0.0000e+000  7.0118e-005  7.0125e-005  7.0118e-005  7.0119e-005  7.0119e-005  7.0119e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.720899e-007  0.0000e+000  7.0105e-005  7.0098e-005  7.0105e-005  7.0105e-005  7.0105e-005  7.0105e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.740899e-007  0.0000e+000  7.0118e-005  7.0125e-005  7.0118e-005  7.0118e-005  7.0118e-005  7.0118e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.760899e-007  0.0000e+000  7.0105e-005  7.0099e-005  7.0105e-005  7.0105e-005  7.0105e-005  7.0105e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.780899e-007  0.0000e+000  7.0118e-005  7.0125e-005  7.0118e-005  7.0118e-005  7.0118e-005  7.0118e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.800899e-007  0.0000e+000  7.0106e-005  7.0099e-005  7.0105e-005  7.0105e-005  7.0105e-005  7.0105e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.820899e-007  0.0000e+000  7.0118e-005  7.0124e-005  7.0118e-005  7.0118e-005  7.0118e-005  7.0118e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.840899e-007  0.0000e+000  7.0106e-005  7.0099e-005  7.0106e-005  7.0105e-005  7.0105e-005  7.0105e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.860899e-007  0.0000e+000  7.0117e-005  7.0124e-005  7.0118e-005  7.0118e-005  7.0118e-005  7.0118e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.880899e-007  0.0000e+000  7.0106e-005  7.0100e-005  7.0106e-005  7.0106e-005  7.0106e-005  7.0106e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.900899e-007  0.0000e+000  7.0117e-005  7.0124e-005  7.0118e-005  7.0118e-005  7.0118e-005  7.0118e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.920899e-007  0.0000e+000  7.0106e-005  7.0100e-005  7.0106e-005  7.0106e-005  7.0106e-005  7.0106e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.940899e-007  0.0000e+000  7.0117e-005  7.0123e-005  7.0117e-005  7.0117e-005  7.0117e-005  7.0117e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.960899e-007  0.0000e+000  7.0106e-005  7.0100e-005  7.0106e-005  7.0106e-005  7.0106e-005  7.0106e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 1.980899e-007  0.0000e+000  7.0117e-005  7.0123e-005  7.0117e-005  7.0117e-005  7.0117e-005  7.0117e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 2.000899e-007  0.0000e+000  7.0107e-005  7.0100e-005  7.0106e-005  7.0106e-005  7.0106e-005  7.0106e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 2.020899e-007  0.0000e+000  7.0117e-005  7.0123e-005  7.0117e-005  7.0117e-005  7.0117e-005  7.0117e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 2.040899e-007  0.0000e+000  7.0107e-005  7.0101e-005  7.0106e-005  7.0106e-005  7.0106e-005  7.0106e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 2.060899e-007  0.0000e+000  7.0117e-005  7.0123e-005  7.0117e-005  7.0117e-005  7.0117e-005  7.0117e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 2.080899e-007  0.0000e+000  7.0107e-005  7.0101e-005  7.0107e-005  7.0106e-005  7.0106e-005  7.0106e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 2.100899e-007  0.0000e+000  7.0116e-005  7.0122e-005  7.0117e-005  7.0117e-005  7.0117e-005  7.0117e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 2.120899e-007  0.0000e+000  7.0107e-005  7.0101e-005  7.0107e-005  7.0107e-005  7.0107e-005  7.0107e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 2.140899e-007  0.0000e+000  7.0116e-005  7.0122e-005  7.0117e-005  7.0117e-005  7.0117e-005  7.0117e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 2.160899e-007  0.0000e+000  7.0107e-005  7.0101e-005  7.0107e-005  7.0107e-005  7.0107e-005  7.0107e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 2.180899e-007  0.0000e+000  7.0116e-005  7.0122e-005  7.0116e-005  7.0117e-005  7.0117e-005  7.0117e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 2.200899e-007  0.0000e+000  7.0107e-005  7.0102e-005  7.0107e-005  7.0107e-005  7.0107e-005  7.0107e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 2.220899e-007  0.0000e+000  7.0116e-005  7.0122e-005  7.0116e-005  7.0116e-005  7.0116e-005  7.0116e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
 2.240899e-007  0.0000e+000  7.0107e-005  7.0102e-005  7.0107e-005  7.0107e-005  7.0107e-005  7.0107e-005  3.3000e+000  1.4300e-004  1.4300e-004  1.4300e-004
