* T-Spice 13.00 Simulation	Sun Feb 03 16:57:35 2019	C:\Users\makif\Google Drive\TEZ ÇALIÞMAM\çizim\Counter_TDC\Counter_TDC\T_B_endocer8x3.sp
* Command line: tspice -o "C:\Users\makif\Google Drive\TEZ ÇALIÞMAM\çizim\Counter_TDC\Counter_TDC\T_B_endocer8x3.out" "C:\Users\makif\Google Drive\TEZ ÇALIÞMAM\çizim\Counter_TDC\Counter_TDC\T_B_endocer8x3.sp" 
* T-Spice Win32 13.00.20080321.01:01:33
* Warning : "130nm.md" line 1 Invalid binned model NMOS
*         : "130nm.md" line 1 Binned models must define LMIN, LMAX, WMIN, and WMAX, and have a name suffix of .# (e.g. nch.1)
* Warning : "130nm.md" line 142 Invalid binned model PMOS
*         : "130nm.md" line 142 Binned models must define LMIN, LMAX, WMIN, and WMAX, and have a name suffix of .# (e.g. nch.1)
* Warning : Device Xnew_INV_1.MN1 - Acde = 0.3 is too small.
* Warning : Device MNMOS_10 - Acde = 0.3 is too small.
* Warning : Node B0 is attached to only one device (MNMOS_12)
* Warning : Node B3 is attached to only one device (MNMOS_8)

*SEDIT: Alter blocks = 0

* Accuracy and Convergence options:
* numndset|dchold = 100
* 
* Timestep and Integration options:
*  relq|relchgtol = 0.0005
* 
* Model Evaluation options:
*            dcap = 2                    defnrb = 0 [sq]               defnrd = 0 [sq]
*          defnrs = 0 [sq]                 tnom = 25 [deg C]
* 
* General options:
*            temp = 25 [deg C]          threads = 8
* 
* Output options:
*           acout = 1                    ingold = 0
* 


*  Device and node counts:
*             MOSFETs - 21                MOSFET geometries - 8       
*                BJTs - 0                             JFETs - 0       
*             MESFETs - 0                            Diodes - 0       
*          Capacitors - 0                         Resistors - 0       
*           Inductors - 0                  Mutual inductors - 0       
*  Transmission lines - 0        Coupled transmission lines - 0       
*     Voltage sources - 3                   Current sources - 0       
*                VCVS - 0                              VCCS - 0       
*                CCVS - 0                              CCCS - 0       
*    V-control switch - 0                  I-control switch - 0       
*       Macro devices - 0        External C model instances - 0       
*         HDL devices - 0       
*         Subcircuits - 0              Subcircuit instances - 3       
*   Independent nodes - 53                   Boundary nodes - 4       
*         Total nodes - 57      

* *** 7 WARNING MESSAGES GENERATED DURING SETUP


*SEDIT: Alter=0
*SEDIT: Analysis types DCOP 0 ACMODEL 0 AC 0 TRANSIENT 1 TRANSFER 0 NOISE 0 

*WEDIT: .tran   1e-009   1e-006
TRANSIENT ANALYSIS
Time<s>        v(B0,Gnd)<V>  v(D0,Gnd)<V>  v(D1,Gnd)<V>  v(D2,Gnd)<V>
 4.246874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.266874e-007  1.7499e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.286874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.306874e-007  1.7499e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.326874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.346874e-007  1.7499e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.366874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.386874e-007  1.7499e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.406874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.426874e-007  1.7499e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.446874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.466874e-007  1.7499e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.486874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.506874e-007  1.7499e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.526874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.546874e-007  1.7499e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.566874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.586874e-007  1.7499e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.606874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.626874e-007  1.7499e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.646874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.666874e-007  1.7499e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.686874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.706874e-007  1.7499e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.726874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.746874e-007  1.7499e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.766874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.786874e-007  1.7499e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.806874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.826874e-007  1.7499e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.846874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.866874e-007  1.7499e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.886874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.906874e-007  1.7499e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.926874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.946874e-007  1.7499e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.966874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 4.986874e-007  1.7499e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.006874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.026874e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.046874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.066874e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.086874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.106874e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.126874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.146874e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.166874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.186874e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.206874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.226874e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.246874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.266874e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.286874e-007  1.7475e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.306874e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.326874e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.346874e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.366874e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.386875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.406875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.426875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.446875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.466875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.486875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.506875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.526875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.546875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.566875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.586875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.606875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.626875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.646875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.666875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.686875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.706875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.726875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.746875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.766875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.786875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.806875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.826875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.846875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.866875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.886875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.906875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.926875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.946875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.966875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 5.986875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.006875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.026875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.046875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.066875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.086875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.106875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.126875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.146875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.166875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.186875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.206875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.226875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.246875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.266875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.286875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.306875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.326875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.346875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.366875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.386875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.406875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.426875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.446875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.466875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.486875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.506875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.526875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.546875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.566875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.586875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.606875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.626875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.646875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.666875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.686875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.706875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.726875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.746875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.766875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.786875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.806875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.826875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.846875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.866875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.886875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.906875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.926875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.946875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.966875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 6.986875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.006875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.026875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.046875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.066875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.086875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.106875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.126875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.146875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.166875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.186875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.206875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.226875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.246875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.266875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.286875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.306875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.326875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.346875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.366875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.386875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.406875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.426875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.446875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.466875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.486875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.506875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.526875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.546875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.566875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.586875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.606875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.626875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.646875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.666875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.686875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.706875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.726875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.746875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.766875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.786875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.806875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.826875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.846875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.866875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.886875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.906875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.926875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.946875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.966875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 7.986875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.006875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.026875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.046875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.066875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.086875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.106875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.126875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.146875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.166875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.186875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.206875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.226875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.246875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.266875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.286875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.306875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.326875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.346875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.366875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.386875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.406875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.426875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.446875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.466875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.486875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.506875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.526875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.546875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.566875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.586875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.606875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.626875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.646875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.666875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.686875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.706875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.726875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.746875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.766875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.786875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.806875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.826875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.846875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.866875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.886875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.906875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.926875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.946875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.966875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 8.986875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.006875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.026875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.046875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.066875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.086875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.106875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.126875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.146875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.166875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.186875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.206875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.226875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.246875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.266875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.286875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.306875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.326875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.346875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.366875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.386875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.406875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.426875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.446875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.466875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.486875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.506875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.526875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.546875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.566875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.586875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.606875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.626875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.646875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.666875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.686875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.706875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.726875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.746875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.766875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.786875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.806875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.826875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.846875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.866875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.886875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.906875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.926875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.946875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.966875e-007  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
 9.986875e-007  1.7498e-008  2.7854e+000  2.7854e+000  2.7854e+000
 1.000000e-006  1.7476e-008  2.7854e+000  2.7854e+000  2.7854e+000
*

* Parsing                      0.01 seconds
* Setup                        0.02 seconds
* DC operating point           0.01 seconds
* Transient Analysis           0.06 seconds
* Overhead                     1.27 seconds
* -----------------------------------------
* Total                        1.37 seconds

* Simulation completed	with  7 Warnings

* End of T-Spice output file
