* T-Spice 13.00 Simulation	Sun May 05 15:47:23 2019	C:\Users\makif\Google Drive\TEZ ÇALIÞMAM\çizim\Counter_TDC\Counter_TDC\DLL_TDC_deneme2.sp
* Command line: tspice -o "C:\Users\makif\Google Drive\TEZ ÇALIÞMAM\çizim\Counter_TDC\Counter_TDC\DLL_TDC_deneme2.out" "C:\Users\makif\Google Drive\TEZ ÇALIÞMAM\çizim\Counter_TDC\Counter_TDC\DLL_TDC_deneme2.sp" 
* T-Spice Win32 13.00.20080321.01:01:33

*SEDIT: Alter blocks = 0

* Accuracy and Convergence options:
* numndset|dchold = 100
* 
* Timestep and Integration options:
*  relq|relchgtol = 0.0005
* 
* Model Evaluation options:
*            dcap = 2                    defnrb = 0 [sq]               defnrd = 0 [sq]
*          defnrs = 0 [sq]                 tnom = 25 [deg C]
* 
* General options:
*            temp = 25 [deg C]          threads = 8
* 
* Output options:
*           acout = 1                    ingold = 0
* 


*  Device and node counts:
*             MOSFETs - 381               MOSFET geometries - 8       
*                BJTs - 0                             JFETs - 0       
*             MESFETs - 0                            Diodes - 0       
*          Capacitors - 0                         Resistors - 0       
*           Inductors - 0                  Mutual inductors - 0       
*  Transmission lines - 0        Coupled transmission lines - 0       
*     Voltage sources - 3                   Current sources - 0       
*                VCVS - 0                              VCCS - 0       
*                CCVS - 0                              CCCS - 0       
*    V-control switch - 0                  I-control switch - 0       
*       Macro devices - 0        External C model instances - 0       
*         HDL devices - 0       
*         Subcircuits - 0              Subcircuit instances - 83      
*   Independent nodes - 1710                 Boundary nodes - 4       
*         Total nodes - 1714    


*SEDIT: Alter=0
*SEDIT: Analysis types DCOP 0 ACMODEL 0 AC 0 TRANSIENT 1 TRANSFER 0 NOISE 0 

*WEDIT: .tran   1e-012   1e-008
TRANSIENT ANALYSIS
Time<s>        v(Stop,Gnd)<V>  v(Start,Gnd)<V>  v(T2,Gnd)<V>  v(T3,Gnd)<V>  v(T4,Gnd)<V>  v(T5,Gnd)<V>  v(T6,Gnd)<V>  v(T7,Gnd)<V>  v(D0,Gnd)<V>  v(D1,Gnd)<V>  v(D2,Gnd)<V>
 2.997250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6152e-004  1.6152e-004  1.6152e-004
 2.999250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6179e-004  1.6179e-004  1.6179e-004
 3.001250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6152e-004  1.6152e-004  1.6152e-004
 3.003250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6179e-004  1.6179e-004  1.6179e-004
 3.005250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6152e-004  1.6152e-004  1.6152e-004
 3.007250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6179e-004  1.6179e-004  1.6179e-004
 3.009250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6152e-004  1.6152e-004  1.6152e-004
 3.011250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6179e-004  1.6179e-004  1.6179e-004
 3.013250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6152e-004  1.6152e-004  1.6152e-004
 3.015250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6179e-004  1.6179e-004  1.6179e-004
 3.017250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6152e-004  1.6152e-004  1.6152e-004
 3.019250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6179e-004  1.6179e-004  1.6179e-004
 3.021250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6152e-004  1.6152e-004  1.6152e-004
 3.023250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6179e-004  1.6179e-004  1.6179e-004
 3.025250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6152e-004  1.6152e-004  1.6152e-004
 3.027250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6179e-004  1.6179e-004  1.6179e-004
 3.029250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6152e-004  1.6152e-004  1.6152e-004
 3.031250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6179e-004  1.6179e-004  1.6179e-004
 3.033250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6152e-004  1.6152e-004  1.6152e-004
 3.035250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6179e-004  1.6179e-004  1.6179e-004
 3.037250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6152e-004  1.6152e-004  1.6152e-004
 3.039250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6179e-004  1.6179e-004  1.6179e-004
 3.041250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6152e-004  1.6152e-004  1.6152e-004
 3.043250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6179e-004  1.6178e-004  1.6179e-004
 3.045250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6152e-004  1.6153e-004  1.6152e-004
 3.047250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6179e-004  1.6178e-004  1.6178e-004
 3.049250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6152e-004  1.6153e-004  1.6153e-004
 3.051250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6179e-004  1.6178e-004  1.6178e-004
 3.053250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6152e-004  1.6153e-004  1.6153e-004
 3.055250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6179e-004  1.6178e-004  1.6178e-004
 3.057250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6152e-004  1.6153e-004  1.6153e-004
 3.059250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6179e-004  1.6178e-004  1.6178e-004
 3.061250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6152e-004  1.6153e-004  1.6153e-004
 3.063250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.065250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.067250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.069250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.071250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.073250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.075250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.077250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.079250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.081250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.083250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.085250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.087250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.089250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.091250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.093250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.095250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.097250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.099250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.101250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.103250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.105250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.107250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.109250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.111250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8801e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.113250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.115250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.117250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.119250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.121250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.123250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.125250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.127250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.129250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.131250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.133250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.135250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.137250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.139250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.141250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.143250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.145250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.147250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.149250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.151250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.153250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.155250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.157250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.159250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.161250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.163250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.165250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.167250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.169250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.171250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.173250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.175250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.177250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.179250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6178e-004  1.6178e-004  1.6178e-004
 3.181250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6153e-004  1.6153e-004
 3.183250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6178e-004  1.6177e-004  1.6178e-004
 3.185250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6154e-004  1.6153e-004
 3.187250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6178e-004  1.6177e-004  1.6177e-004
 3.189250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6154e-004  1.6154e-004
 3.191250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6178e-004  1.6177e-004  1.6177e-004
 3.193250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6154e-004  1.6154e-004
 3.195250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6178e-004  1.6177e-004  1.6177e-004
 3.197250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6154e-004  1.6154e-004
 3.199250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6178e-004  1.6177e-004  1.6177e-004
 3.201250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6153e-004  1.6154e-004  1.6154e-004
 3.203250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6177e-004  1.6177e-004  1.6177e-004
 3.205250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6154e-004  1.6154e-004  1.6154e-004
 3.207250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6177e-004  1.6177e-004  1.6177e-004
 3.209250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6154e-004  1.6154e-004  1.6154e-004
 3.211250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6177e-004  1.6177e-004  1.6177e-004
 3.213250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6154e-004  1.6154e-004  1.6154e-004
 3.215250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6177e-004  1.6177e-004  1.6177e-004
 3.217250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6154e-004  1.6154e-004  1.6154e-004
 3.219250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6177e-004  1.6177e-004  1.6177e-004
 3.221250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6154e-004  1.6154e-004  1.6154e-004
 3.223250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6177e-004  1.6177e-004  1.6177e-004
 3.225250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8795e-004  1.6154e-004  1.6154e-004  1.6154e-004
 3.227250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6177e-004  1.6177e-004  1.6177e-004
 3.229250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8796e-004  1.6154e-004  1.6154e-004  1.6154e-004
 3.231250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6177e-004  1.6177e-004  1.6177e-004
 3.233250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8796e-004  1.6154e-004  1.6154e-004  1.6154e-004
 3.235250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6177e-004  1.6177e-004  1.6177e-004
 3.237250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8796e-004  1.6154e-004  1.6154e-004  1.6154e-004
 3.239250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6177e-004  1.6177e-004  1.6177e-004
 3.241250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8796e-004  1.6154e-004  1.6154e-004  1.6154e-004
 3.243250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6177e-004  1.6177e-004  1.6177e-004
 3.245250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8796e-004  1.6154e-004  1.6154e-004  1.6154e-004
 3.247250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6177e-004  1.6177e-004  1.6177e-004
 3.249250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8796e-004  1.6154e-004  1.6154e-004  1.6154e-004
 3.251250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6177e-004  1.6177e-004  1.6177e-004
 3.253250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8796e-004  1.6154e-004  1.6154e-004  1.6154e-004
 3.255250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6177e-004  1.6177e-004  1.6177e-004
 3.257250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8796e-004  1.6154e-004  1.6154e-004  1.6154e-004
 3.259250e-009  1.0000e+000  0.0000e+000  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  3.5557e-004  2.8800e-004  1.6177e-004  1.6177e-004  1.6177e-004
 3.261250e-009  1.0000e+000  0.0000e+000  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  3.5553e-004  2.8796e-004  1.6154e-004  1.6154e-004  1.6154e-004
