* T-Spice 13.00 Simulation	Sun May 05 15:47:23 2019	C:\Users\makif\Google Drive\TEZ ÇALIÞMAM\çizim\Counter_TDC\Counter_TDC\DLL_TDC_deneme2.sp
* Command line: tspice -o "C:\Users\makif\Google Drive\TEZ ÇALIÞMAM\çizim\Counter_TDC\Counter_TDC\DLL_TDC_deneme2.out" "C:\Users\makif\Google Drive\TEZ ÇALIÞMAM\çizim\Counter_TDC\Counter_TDC\DLL_TDC_deneme2.sp" 
* T-Spice Win32 13.00.20080321.01:01:33

*SEDIT: Alter blocks = 0

* Accuracy and Convergence options:
* numndset|dchold = 100
* 
* Timestep and Integration options:
*  relq|relchgtol = 0.0005
* 
* Model Evaluation options:
*            dcap = 2                    defnrb = 0 [sq]               defnrd = 0 [sq]
*          defnrs = 0 [sq]                 tnom = 25 [deg C]
* 
* General options:
*            temp = 25 [deg C]          threads = 8
* 
* Output options:
*           acout = 1                    ingold = 0
* 


*  Device and node counts:
*             MOSFETs - 381               MOSFET geometries - 8       
*                BJTs - 0                             JFETs - 0       
*             MESFETs - 0                            Diodes - 0       
*          Capacitors - 0                         Resistors - 0       
*           Inductors - 0                  Mutual inductors - 0       
*  Transmission lines - 0        Coupled transmission lines - 0       
*     Voltage sources - 3                   Current sources - 0       
*                VCVS - 0                              VCCS - 0       
*                CCVS - 0                              CCCS - 0       
*    V-control switch - 0                  I-control switch - 0       
*       Macro devices - 0        External C model instances - 0       
*         HDL devices - 0       
*         Subcircuits - 0              Subcircuit instances - 83      
*   Independent nodes - 1710                 Boundary nodes - 4       
*         Total nodes - 1714    


*SEDIT: Alter=0
*SEDIT: Analysis types DCOP 0 ACMODEL 0 AC 0 TRANSIENT 1 TRANSFER 0 NOISE 0 

*WEDIT: .tran   1e-012   1e-008
TRANSIENT ANALYSIS
Time<s>        v(Stop,Gnd)<V>  v(Start,Gnd)<V>  v(T2,Gnd)<V>  v(T3,Gnd)<V>  v(T4,Gnd)<V>  v(T5,Gnd)<V>  v(T6,Gnd)<V>  v(T7,Gnd)<V>  v(D0,Gnd)<V>  v(D1,Gnd)<V>  v(D2,Gnd)<V>
 4.468749e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 4.668749e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 4.868749e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 5.068749e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 5.268749e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 5.468749e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 5.668749e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 5.868749e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 6.068750e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 6.268750e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 6.468750e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 6.668750e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 6.868750e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 7.068750e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 7.268750e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 7.468750e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 7.668750e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 7.868750e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 8.068750e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 8.268750e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 8.468750e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 8.668750e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 8.868750e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 9.068750e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 9.268750e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 9.468750e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 9.668750e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 9.868750e-011  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.006875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.026875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.046875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.066875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.086875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.106875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.126875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.146875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.166875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.186875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.206875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.226875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.246875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.266875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.286875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.306875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.326875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.346875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.366875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.386875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.406875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.426875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.446875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.466875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.486875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.506875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.526875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.546875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.566875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.586875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.606875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.626875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.646875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.666875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.686875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.706875e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.726874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.746874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.766874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.786874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.806874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.826874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.846874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.866874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.886874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.906874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.926874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.946874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.966874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 1.986874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 2.006874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 2.026874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 2.046874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 2.066874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 2.086874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 2.106874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 2.126874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 2.146874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 2.166874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 2.186874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 2.206874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 2.226874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 2.246874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 2.266874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 2.286874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 2.306874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 2.326874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 2.346874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 2.366874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
 2.386874e-010  0.0000e+000  0.0000e+000  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  3.5559e-004  2.8801e-004  9.9688e-001  9.9688e-001  9.9688e-001
