* T-Spice 13.00 Simulation	Sun May 05 16:16:12 2019	C:\Users\makif\Google Drive\TEZ ÇALIÞMAM\çizim\Counter_TDC\Counter_TDC\vernier_o_TDC2.sp
* Command line: tspice -o "C:\Users\makif\Google Drive\TEZ ÇALIÞMAM\çizim\Counter_TDC\Counter_TDC\vernier_o_TDC2.out" "C:\Users\makif\Google Drive\TEZ ÇALIÞMAM\çizim\Counter_TDC\Counter_TDC\vernier_o_TDC2.sp" 
* T-Spice Win32 13.00.20080321.01:01:33

*SEDIT: Alter blocks = 0

* Accuracy and Convergence options:
* numndset|dchold = 100
* 
* Timestep and Integration options:
*  relq|relchgtol = 0.0005
* 
* Model Evaluation options:
*            dcap = 2                    defnrb = 0 [sq]               defnrd = 0 [sq]
*          defnrs = 0 [sq]                 tnom = 25 [deg C]
* 
* General options:
*            temp = 25 [deg C]          threads = 8
* 
* Output options:
*           acout = 1                    ingold = 0
* 


*  Device and node counts:
*             MOSFETs - 429               MOSFET geometries - 12      
*                BJTs - 0                             JFETs - 0       
*             MESFETs - 0                            Diodes - 0       
*          Capacitors - 0                         Resistors - 0       
*           Inductors - 0                  Mutual inductors - 0       
*  Transmission lines - 0        Coupled transmission lines - 0       
*     Voltage sources - 3                   Current sources - 0       
*                VCVS - 0                              VCCS - 0       
*                CCVS - 0                              CCCS - 0       
*    V-control switch - 0                  I-control switch - 0       
*       Macro devices - 0        External C model instances - 0       
*         HDL devices - 0       
*         Subcircuits - 0              Subcircuit instances - 95      
*   Independent nodes - 1926                 Boundary nodes - 4       
*         Total nodes - 1930    


*SEDIT: Alter=0
*SEDIT: Analysis types DCOP 0 ACMODEL 0 AC 0 TRANSIENT 1 TRANSFER 0 NOISE 0 

*WEDIT: .tran   1e-011   1e-008
TRANSIENT ANALYSIS
Time<s>        v(Start,Gnd)<V>  v(T2,Gnd)<V>  v(T3,Gnd)<V>  v(T4,Gnd)<V>  v(T5,Gnd)<V>  v(T6,Gnd)<V>  v(T7,Gnd)<V>  v(D0,Gnd)<V>  v(D1,Gnd)<V>  v(D2,Gnd)<V>  v(Stop,Gnd)<V>  v(S2,Gnd)<V>  v(S3,Gnd)<V>  v(S4,Gnd)<V>  v(S5,Gnd)<V>  v(S6,Gnd)<V>  v(S7,Gnd)<V>
 2.468750e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 2.668750e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 2.868750e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 3.068750e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 3.268750e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 3.468750e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 3.668750e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 3.868750e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 4.068749e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 4.268749e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 4.468749e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 4.668749e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 4.868749e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 5.010000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 5.035000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 5.235000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 5.435000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 5.635000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 5.835000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 6.035000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 6.235000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 6.435000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 6.635000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 6.835000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 7.035000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 7.235000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 7.435000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 7.635000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 7.835000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 8.035000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 8.235000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 8.435000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 8.635000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 8.835000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 9.035000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 9.235000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 9.435000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 9.635000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 9.835000e-010  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.000000e-009  0.0000e+000  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  0.0000e+000  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.001000e-009  0.0000e+000  1.7437e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6166e-004  9.9688e-001  9.9688e-001  1.0000e+000  2.4360e-003  1.5461e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.001450e-009  0.0000e+000  1.7425e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  1.0000e+000  2.0806e-003  1.5454e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.005950e-009  0.0000e+000  1.7419e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  1.0000e+000  1.4916e-003  1.5452e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.015660e-009  0.0000e+000  1.7420e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6166e-004  9.9688e-001  9.9688e-001  1.0000e+000  9.4439e-004  1.5452e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.025358e-009  0.0000e+000  1.7427e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  1.0000e+000  1.3110e-003  1.5456e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.033373e-009  0.0000e+000  1.7424e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  1.0000e+000  1.6631e-003  1.5455e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.044960e-009  0.0000e+000  1.7425e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6166e-004  9.9688e-001  9.9688e-001  1.0000e+000  2.4316e-003  1.5454e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.060490e-009  0.0000e+000  1.7424e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  1.0000e+000  3.4939e-003  1.5452e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.080490e-009  0.0000e+000  1.7418e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6166e-004  9.9688e-001  9.9688e-001  1.0000e+000  3.0852e-003  1.5450e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.100490e-009  0.0000e+000  1.7412e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  1.0000e+000 -7.9036e-004  1.5450e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.120490e-009  0.0000e+000  1.7404e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  1.0000e+000 -9.9147e-003  1.5450e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.140490e-009  0.0000e+000  1.7417e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  1.0000e+000 -1.9531e-002  1.5460e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.160490e-009  0.0000e+000  1.7532e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  1.0000e+000  3.0429e-003  1.5502e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.180490e-009  0.0000e+000  1.7777e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  1.0000e+000  1.1730e-001  1.5561e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.200490e-009  0.0000e+000  1.7001e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  1.0000e+000  2.8725e-001  1.5389e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.220490e-009  0.0000e+000  1.6022e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  1.0000e+000  4.5088e-001  1.5199e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.240490e-009  0.0000e+000  1.6849e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  1.0000e+000  5.8655e-001  1.4982e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.260490e-009  0.0000e+000  1.7306e-003  1.7422e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  1.0000e+000  7.0281e-001  1.4616e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.280490e-009  0.0000e+000  1.7127e-003  1.7423e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  1.0000e+000  7.9403e-001  1.5524e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.295294e-009  0.0000e+000  1.7093e-003  1.7423e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6166e-004  9.9688e-001  9.9688e-001  1.0000e+000  8.4506e-001  1.8630e-003  1.5453e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.306709e-009  0.0000e+000  1.7158e-003  1.7426e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6166e-004  9.9688e-001  9.9688e-001  1.0000e+000  8.7521e-001  2.6533e-003  1.5454e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.317232e-009  0.0000e+000  1.7467e-003  1.7423e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6146e-004  9.9688e-001  9.9688e-001  1.0000e+000  8.9679e-001  3.2657e-003  1.5452e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.326536e-009  0.0000e+000  1.7623e-003  1.7421e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6217e-004  9.9688e-001  9.9688e-001  1.0000e+000  9.1315e-001  3.4013e-003  1.5451e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.337989e-009  0.0000e+000  1.7687e-003  1.7418e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6133e-004  9.9688e-001  9.9688e-001  1.0000e+000  9.3085e-001  2.9327e-003  1.5451e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.357711e-009  0.0000e+000  1.7580e-003  1.7411e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6165e-004  9.9688e-001  9.9688e-001  1.0000e+000  9.5413e-001 -9.6970e-004  1.5450e-003  1.5453e-003  1.5453e-003  7.6180e-004
 1.377711e-009  0.0000e+000  1.7458e-003  1.7404e-003  1.7422e-003  1.7422e-003  1.7422e-003  9.5971e-004  1.6185e-004  9.9688e-001  9.9688e-001  1.0000e+000  9.6993e-001 -1.0132e-002  1.5450e-003  1.5453e-003  1.5453e-003  7.6180e-004
